order_id,customer_id,order_purchase_timestamp,customer_city,customer_state,product_category,price,freight_value,warehouse_processing_days,distance_km,traffic_index,weather_severity,seller_id,shipping_limit_date,delivery_days_actual,order_delivered_customer_date,order_estimated_delivery_date,delivery_status,delivery_speed_km_h,purchase_month,purchase_dow,purchase_hour,is_peak_season,is_weekend,freight_ratio,customer_city_encoded,customer_state_encoded,product_category_encoded,delivery_status_encoded
ORD-00241,CUST-4618,2024-09-08,Jaipur,RJ,sports,40730.28,259.81,1,375.1903007426829,3.327705460491802,7.919649919646029,SELLER-844,2024-09-11,5.7,2024-09-13 16:48:00,2024-09-12 21:01:22.209920837,At Risk,2.742619157475752,9,6,0,0,1,0.00637863578065801,5,4,6,0
ORD-00242,CUST-2559,2024-12-11,Chennai,TN,electronics,27317.14,336.91,1,834.4472809150756,3.821148645095186,7.427766411078949,SELLER-705,2024-12-15,8.2,2024-12-19 04:48:00,2024-12-18 04:08:01.225355314,At Risk,4.240077646926197,12,2,0,1,0,0.012332830858909136,2,6,1,0
ORD-00243,CUST-7683,2024-05-26,Bangalore,KA,sports,6988.45,321.52,1,333.05705474837674,5.944093838090731,4.763261139188634,SELLER-862,2024-05-28,3.7,2024-05-29 16:48:00,2024-05-30 15:58:00.647651300,On-Time,3.7506425084276653,5,6,0,0,1,0.04600075828570202,1,2,6,2
ORD-00244,CUST-2507,2024-05-27,Bangalore,KA,health_beauty,38424.78,208.64,1,730.555820953578,0.6978578400046476,0.4998271507755181,SELLER-861,2024-05-30,6.0,2024-06-02 00:00:00,2024-06-02 15:40:00.114651946,On-Time,5.0733043121776245,5,0,0,0,0,0.005429688089610672,1,2,4,2
ORD-00245,CUST-3063,2024-12-17,Mumbai,MH,health_beauty,46655.98,117.55,1,102.9708651827198,2.558828860447752,6.098937416692993,SELLER-893,2024-12-19,3.6,2024-12-20 14:24:00,2024-12-20 12:21:23.413758935,At Risk,1.191792421096294,12,1,0,1,0,0.0025194515375834437,8,3,4,0
ORD-00246,CUST-4642,2024-07-17,Ahmedabad,GJ,home_decor,47391.69,184.1,0,662.7814355452979,1.968117494603071,4.067241039740984,SELLER-843,2024-07-21,3.9,2024-07-20 21:36:00,2024-07-23 07:32:01.580155569,On-Time,7.08099824300532,7,2,0,0,0,0.0038845653200947233,0,1,5,2
ORD-00247,CUST-3000,2024-11-03,Delhi,DL,grocery,18766.38,208.99,1,323.57971142486065,0.1589339314000359,3.1652815019796976,SELLER-145,2024-11-05,3.5,2024-11-06 12:00:00,2024-11-07 14:49:46.435335539,On-Time,3.8521394217245315,11,6,0,1,1,0.011135811178758037,3,0,3,2
ORD-00248,CUST-2294,2024-05-07,Bangalore,KA,books,7208.09,224.71,3,752.2553499100677,5.369012705204219,6.404106368265342,SELLER-985,2024-05-11,9.0,2024-05-16 00:00:00,2024-05-13 18:16:14.311161145,Delayed,3.482663656991054,5,1,0,0,0,0.031170369630563636,1,2,0,1
ORD-00249,CUST-5065,2024-02-08,Ahmedabad,GJ,sports,26160.78,50.0,2,144.88949391581806,5.610528395238791,4.366145622017264,SELLER-607,2024-02-10,5.4,2024-02-13 09:36:00,2024-02-11 17:23:12.261371634,At Risk,1.1179744900911885,2,3,0,0,0,0.0019111849423089713,0,1,6,0
ORD-00250,CUST-9014,2024-12-03,Ahmedabad,GJ,sports,6074.16,131.42,1,898.9045439868371,3.839392230372589,0.9242110045317864,SELLER-657,2024-12-05,6.9,2024-12-09 21:36:00,2024-12-10 11:52:06.763002314,On-Time,5.428167536152397,12,1,0,1,0,0.021632352069739725,0,1,6,2
ORD-00251,CUST-2603,2024-12-25,Hyderabad,TG,fashion,46732.38,189.81,0,250.15143086895725,2.6872746946479085,9.159504705123444,SELLER-625,2024-12-29,4.0,2024-12-29 00:00:00,2024-12-29 06:01:05.418135390,On-Time,2.605744071551638,12,2,0,1,0,0.004061550865783729,4,5,2,2
ORD-00252,CUST-2322,2024-05-08,Hyderabad,TG,electronics,9587.19,115.38,3,359.6064153483647,6.520598759946248,7.78493099453379,SELLER-696,2024-05-11,7.4,2024-05-15 09:36:00,2024-05-12 19:09:09.971430491,Delayed,2.024810897231783,5,2,0,0,0,0.012033553778137479,4,5,1,1
ORD-00253,CUST-6956,2024-09-23,Chennai,TN,books,13011.91,263.26,3,950.6789037098612,1.3465916138445688,0.5637819129055244,SELLER-930,2024-09-26,9.5,2024-10-02 12:00:00,2024-09-30 18:04:53.286402659,At Risk,4.169644314516935,9,0,0,0,0,0.020230678610702754,2,6,0,0
ORD-00254,CUST-3441,2024-05-30,Kolkata,WB,home_decor,20628.51,93.39,2,582.6975361335503,5.1861503163533405,5.250638701906956,SELLER-939,2024-06-02,7.5,2024-06-06 12:00:00,2024-06-04 21:55:25.335609697,At Risk,3.2372085340752794,5,3,0,0,0,0.004527010093792824,6,8,5,0
ORD-00255,CUST-2098,2024-10-24,Chennai,TN,books,19466.64,214.74,3,372.1138037733917,7.680739858106199,0.833775628986283,SELLER-102,2024-10-26,6.8,2024-10-30 19:12:00,2024-10-28 20:39:13.163230108,At Risk,2.2801090917487237,10,3,0,1,0,0.011030612852918998,2,6,0,0
ORD-00256,CUST-6073,2024-04-08,Pune,MH,sports,39835.81,98.62,3,950.1061255632952,1.642979839524723,8.37289859058485,SELLER-127,2024-04-10,9.6,2024-04-17 14:24:00,2024-04-15 18:00:45.846243345,At Risk,4.123724503312913,4,0,0,0,0,0.002475599828399915,9,3,6,0
ORD-00257,CUST-9488,2024-09-19,Delhi,DL,fashion,23087.68,95.81,3,335.78664272113167,7.532595385958187,6.130139610519718,SELLER-480,2024-09-22,7.4,2024-09-26 09:36:00,2024-09-23 16:17:39.829655532,Delayed,1.8906905558622276,9,3,0,0,0,0.004149652557010622,3,0,2,1
ORD-00258,CUST-4787,2024-09-08,Pune,MH,grocery,8953.03,50.0,3,103.92200554842798,7.6079450915339795,1.7244913357306846,SELLER-256,2024-09-10,6.9,2024-09-14 21:36:00,2024-09-11 12:28:14.306396917,Delayed,0.6275483426837437,9,6,0,0,1,0.005584077783969899,9,3,3,1
ORD-00259,CUST-3096,2024-05-23,Lucknow,UP,electronics,13726.89,127.07,0,996.8803989808256,0.599266482304549,0.2074134280620077,SELLER-954,2024-05-25,6.5,2024-05-29 12:00:00,2024-05-30 23:37:32.332359714,On-Time,6.3902589678258055,5,3,0,0,0,0.009256338738145483,7,7,1,2
ORD-00260,CUST-3208,2024-12-11,Pune,MH,grocery,25701.11,101.76,2,275.1664713533247,0.1878432608718183,0.3158101214642062,SELLER-610,2024-12-14,4.1,2024-12-15 02:24:00,2024-12-15 09:01:11.915624634,On-Time,2.7964072292004545,12,2,0,1,0,0.0039592080183300125,9,3,3,2
ORD-00261,CUST-6988,2024-04-21,Mumbai,MH,home_decor,7798.97,327.35,1,852.7452702126113,9.739354059881949,5.073654720648298,SELLER-432,2024-04-25,8.9,2024-04-29 21:36:00,2024-04-28 06:19:45.956731851,At Risk,3.9922531376994908,4,6,0,0,1,0.041968110133756925,8,3,5,0
ORD-00262,CUST-1175,2024-02-29,Pune,MH,books,30776.96,149.44,3,173.88538687485638,1.9338265949882487,7.343734786767738,SELLER-943,2024-03-02,5.8,2024-03-05 19:12:00,2024-03-03 20:51:58.487129939,At Risk,1.2491766298481062,2,3,0,0,0,0.004855422516632031,9,3,0,0
ORD-00263,CUST-8169,2024-01-02,Chennai,TN,home_decor,28504.49,191.37,0,734.0404320596043,8.221392091001029,1.2084045133395915,SELLER-786,2024-01-04,6.0,2024-01-08 00:00:00,2024-01-08 16:05:05.466649747,On-Time,5.097503000413919,1,1,0,0,0,0.0067134436208604025,2,6,5,2
ORD-00264,CUST-7014,2024-10-30,Bangalore,KA,sports,35877.76,252.64,2,529.2049005275295,5.6185065304529855,2.212840659149576,SELLER-213,2024-11-01,6.5,2024-11-05 12:00:00,2024-11-04 15:30:16.517027888,At Risk,3.3923391059457018,10,2,0,1,0,0.007041491957916047,1,2,6,0
ORD-00265,CUST-2667,2024-09-10,Bangalore,KA,home_decor,46916.38,242.32,1,981.0974927072284,2.644721575369968,3.2725994516953225,SELLER-488,2024-09-12,7.8,2024-09-17 19:12:00,2024-09-17 21:43:54.116849519,On-Time,5.240905409760836,9,1,0,0,0,0.005164823781720122,1,2,5,2
ORD-00266,CUST-9867,2024-05-19,Hyderabad,TG,grocery,45656.6,56.1,2,557.3020525314755,1.2997043661881258,2.18076782061153,SELLER-586,2024-05-23,6.4,2024-05-25 09:36:00,2024-05-24 18:52:34.486693599,At Risk,3.62826857116846,5,6,0,0,1,0.00122871110176619,4,5,3,0
ORD-00267,CUST-2823,2024-02-06,Delhi,DL,fashion,47330.74,130.76,0,34.76500037194559,4.966772735777275,3.9133656268715855,SELLER-942,2024-02-09,2.1,2024-02-08 02:24:00,2024-02-09 04:10:18.480160678,On-Time,0.6897817534116187,2,1,0,0,0,0.0027626282067804817,3,0,2,2
ORD-00268,CUST-6147,2024-06-08,Delhi,DL,home_decor,12613.42,81.11,0,607.839209727847,4.073548116294498,5.596150057650762,SELLER-349,2024-06-10,5.1,2024-06-13 02:24:00,2024-06-14 00:56:26.538602426,On-Time,4.966006615423587,6,5,0,0,1,0.006429942874900312,3,0,5,2
ORD-00269,CUST-2356,2024-01-09,Mumbai,MH,health_beauty,7012.48,80.17,0,153.8632917732598,6.988860851170679,6.849367482413093,SELLER-670,2024-01-12,2.8,2024-01-11 19:12:00,2024-01-12 18:27:48.942046048,On-Time,2.2896323180544615,1,1,0,0,0,0.011430844602109082,8,3,4,2
ORD-00270,CUST-4072,2024-08-20,Chennai,TN,fashion,15462.7,175.91,3,800.5555061292663,9.041685495477267,9.637751822072286,SELLER-814,2024-08-22,9.8,2024-08-29 19:12:00,2024-08-27 00:03:59.978647840,Delayed,3.4037223900053837,8,1,0,0,0,0.011375673351138472,2,6,2,1
ORD-00271,CUST-4259,2024-04-08,Hyderabad,TG,books,44806.72,299.82,0,858.002514525,8.052480869634383,9.308436696831944,SELLER-414,2024-04-12,7.7,2024-04-15 16:48:00,2024-04-15 06:57:37.086274800,At Risk,4.642870749594156,4,0,0,0,0,0.006691257667205562,4,5,0,0
ORD-00272,CUST-7199,2024-05-26,Lucknow,UP,electronics,48616.65,330.89,1,487.2725836067672,2.744520502048119,5.701269748289145,SELLER-338,2024-05-29,5.2,2024-05-31 04:48:00,2024-05-31 10:28:21.756118120,On-Time,3.9044277532593523,5,6,0,0,1,0.006805964500546611,7,7,1,2
ORD-00273,CUST-1546,2024-10-30,Delhi,DL,electronics,43036.59,81.03,3,785.3892424817757,8.789332184523058,7.341500564563547,SELLER-333,2024-11-03,9.5,2024-11-08 12:00:00,2024-11-05 22:14:48.152752128,Delayed,3.444689660007788,10,2,0,1,0,0.0018827727110184377,3,0,1,1
ORD-00274,CUST-6231,2024-07-26,Bangalore,KA,sports,5945.88,359.1,2,153.65962812678907,8.333913141046041,9.50872204625428,SELLER-402,2024-07-28,7.4,2024-08-02 09:36:00,2024-07-29 18:26:20.959350768,Delayed,0.8652006088220104,7,4,0,0,0,0.06038460503659062,1,2,6,1
ORD-00275,CUST-8965,2024-05-10,Pune,MH,sports,47397.69,246.41,1,497.1574046702896,9.291362337217684,0.8347194454140483,SELLER-706,2024-05-14,6.8,2024-05-16 19:12:00,2024-05-15 11:39:31.998817560,At Risk,3.0463076266561866,5,4,0,0,0,0.0051986668829876945,9,3,6,0
ORD-00276,CUST-3083,2024-05-31,Pune,MH,health_beauty,21456.22,259.53,3,400.0048220436788,4.586608210379877,0.0563475986142913,SELLER-752,2024-06-04,6.8,2024-06-06 19:12:00,2024-06-05 00:00:02.083122869,At Risk,2.4510099389931304,5,4,0,0,0,0.012095229484527816,9,3,4,0
ORD-00277,CUST-3040,2024-02-23,Hyderabad,TG,books,960.86,65.62,0,615.2042131825506,7.685751724093984,0.2979976372958326,SELLER-433,2024-02-25,5.3,2024-02-28 07:12:00,2024-02-29 01:49:28.220094865,On-Time,4.836511109925713,2,4,0,0,0,0.06822198656769177,4,5,0,2
ORD-00278,CUST-5534,2024-04-29,Chennai,TN,grocery,22398.49,220.94,2,54.03241691512839,5.916580655236704,5.633493623729638,SELLER-212,2024-05-01,4.3,2024-05-03 07:12:00,2024-05-02 06:29:02.004107331,At Risk,0.5235699313481433,4,0,0,0,0,0.009863617430575428,2,6,3,0
ORD-00279,CUST-2752,2024-06-09,Chennai,TN,electronics,2780.42,273.15,0,754.6016098661411,3.105027525494833,7.628334253025342,SELLER-720,2024-06-12,5.6,2024-06-14 14:24:00,2024-06-15 18:33:07.895462172,On-Time,5.614595311504027,6,6,0,0,1,0.09820523329809952,2,6,1,2
ORD-00280,CUST-2849,2024-04-25,Kolkata,WB,electronics,27421.96,141.89,1,88.33799657993684,9.944310025427631,3.670749507450346,SELLER-461,2024-04-27,3.8,2024-04-28 19:12:00,2024-04-28 10:36:02.014522534,At Risk,0.9686183835519392,4,3,0,0,0,0.005174131457727393,6,8,1,0
ORD-00281,CUST-3642,2024-03-15,Jaipur,RJ,electronics,17258.42,289.99,1,659.9068023548632,0.3830746683966135,5.452391747276186,SELLER-956,2024-03-18,6.2,2024-03-21 04:48:00,2024-03-21 07:11:19.738617299,On-Time,4.434857542707413,3,4,0,0,0,0.01680183922750591,5,4,1,2
ORD-00282,CUST-2600,2024-04-22,Delhi,DL,grocery,23935.03,322.56,3,28.27265328454478,1.6227257255907468,5.163663185485369,SELLER-900,2024-04-26,5.4,2024-04-27 09:36:00,2024-04-25 03:23:33.786218921,Delayed,0.2181531889239566,4,0,0,0,0,0.013475918938938496,3,0,3,1
ORD-00283,CUST-5402,2024-04-13,Chennai,TN,electronics,30851.93,186.44,1,833.5691831191622,8.925423625318949,0.9477089159201956,SELLER-196,2024-04-17,6.3,2024-04-19 07:12:00,2024-04-20 04:01:41.887107477,On-Time,5.513023697878057,4,5,0,0,1,0.006042862055564901,2,6,1,2
ORD-00284,CUST-4799,2024-12-05,Bangalore,KA,home_decor,43505.65,50.9,2,182.9526339215435,0.6056284341263352,3.21588264224049,SELLER-946,2024-12-08,5.5,2024-12-10 12:00:00,2024-12-08 21:57:15.537854105,At Risk,1.3860048024359357,12,3,0,1,0,0.0011699360902298842,1,2,5,0
ORD-00285,CUST-1618,2024-09-10,Hyderabad,TG,books,33264.13,59.92,3,520.3425012172206,8.868206673435218,0.1943515518230198,SELLER-115,2024-09-12,7.6,2024-09-17 14:24:00,2024-09-15 14:26:27.960525839,At Risk,2.8527549408838855,9,1,0,0,0,0.001801285610487619,4,5,0,0
ORD-00286,CUST-2132,2024-08-14,Lucknow,UP,fashion,21985.42,198.69,2,268.87797469034314,7.152214760582009,1.1070568880651088,SELLER-655,2024-08-16,4.5,2024-08-18 12:00:00,2024-08-18 08:15:55.285066226,At Risk,2.4896108767624363,8,2,0,0,0,0.009036941894132833,7,7,2,0
ORD-00287,CUST-6491,2024-04-21,Kolkata,WB,fashion,41061.68,306.35,0,725.4207300404578,0.3668400539454231,8.118582229097779,SELLER-475,2024-04-25,6.0,2024-04-27 00:00:00,2024-04-27 15:03:01.755377478,On-Time,5.03764395861429,4,6,0,0,1,0.007460545682843887,6,8,2,2
ORD-00288,CUST-6795,2024-04-08,Ahmedabad,GJ,health_beauty,45326.32,160.48,2,328.137589187824,4.293200428541766,8.294134972483189,SELLER-841,2024-04-11,5.9,2024-04-13 21:36:00,2024-04-12 15:22:35.438529138,At Risk,2.3173558558462144,4,0,0,0,0,0.0035404696328836557,0,1,4,0
ORD-00289,CUST-8633,2024-06-01,Mumbai,MH,home_decor,6428.12,278.33,2,727.363101652434,7.544714750022371,8.019463200450698,SELLER-489,2024-06-05,8.1,2024-06-09 02:24:00,2024-06-07 15:17:00.859913854,At Risk,3.7415797410104634,6,5,0,0,1,0.04329208351998407,8,3,5,0
ORD-00290,CUST-2487,2024-12-14,Lucknow,UP,electronics,26830.68,135.24,1,292.02249476712177,5.831002846307997,7.268186409522366,SELLER-719,2024-12-18,4.6,2024-12-18 14:24:00,2024-12-18 11:02:33.717739395,At Risk,2.645131293180451,12,5,0,1,1,0.005040310558265454,7,7,1,0
ORD-00291,CUST-8848,2024-12-03,Ahmedabad,GJ,electronics,14583.34,72.0,0,754.9483600264024,9.35871291964458,7.933128463999017,SELLER-316,2024-12-05,6.8,2024-12-09 19:12:00,2024-12-09 18:35:37.691531404,At Risk,4.62590906878923,12,1,0,1,0,0.004936802076748074,0,1,1,0
ORD-00292,CUST-6009,2024-07-12,Pune,MH,sports,2829.53,294.4,1,40.2994413735352,8.676440329119998,6.709823412695184,SELLER-498,2024-07-15,5.1,2024-07-17 02:24:00,2024-07-15 04:50:09.358673369,At Risk,0.32924380207136605,7,4,0,0,0,0.1040087898732746,9,3,6,0
ORD-00293,CUST-3113,2024-11-05,Mumbai,MH,sports,33593.06,357.77,0,290.47822202011,3.32647635334146,6.698333388162886,SELLER-359,2024-11-09,3.8,2024-11-08 19:12:00,2024-11-09 10:51:26.591912683,On-Time,3.1850682239047154,11,1,0,1,0,0.010649799399060429,8,3,6,2
ORD-00294,CUST-2044,2024-06-11,Delhi,DL,health_beauty,43207.15,294.73,0,503.64717137587616,0.8462719552009035,6.673617974918081,SELLER-923,2024-06-13,5.0,2024-06-16 00:00:00,2024-06-16 12:26:15.578034380,On-Time,4.197059761465635,6,1,0,0,0,0.006821166840052166,3,0,4,2
ORD-00295,CUST-3431,2024-07-26,Bangalore,KA,electronics,8563.68,242.61,2,54.60898610052822,9.442570396456514,5.140427896782041,SELLER-419,2024-07-30,5.5,2024-07-31 12:00:00,2024-07-29 06:33:11.081995424,Delayed,0.41370444015551683,7,4,0,0,0,0.028326802635942033,1,2,1,1
ORD-00296,CUST-8979,2024-06-17,Mumbai,MH,health_beauty,40714.48,375.0,1,194.17372075756583,5.172867677679266,3.633472334648444,SELLER-295,2024-06-21,4.0,2024-06-21 00:00:00,2024-06-20 23:18:03.047367265,At Risk,2.0226429245579776,6,0,0,0,0,0.009210256148275791,8,3,4,0
ORD-00297,CUST-2582,2024-06-09,Jaipur,RJ,home_decor,42743.09,155.86,2,935.1916118247912,0.7439762437194852,7.30195266161555,SELLER-577,2024-06-11,8.3,2024-06-17 07:12:00,2024-06-16 16:13:22.776308313,At Risk,4.694737007152566,6,6,0,0,1,0.0036463520453938786,5,4,5,0
ORD-00298,CUST-2308,2024-03-08,Ahmedabad,GJ,fashion,45759.85,215.02,2,977.0659225283872,8.165756133592796,2.986460135867416,SELLER-517,2024-03-10,8.4,2024-03-16 09:36:00,2024-03-15 21:14:52.478532260,At Risk,4.846557155398745,3,4,0,0,0,0.004698776355771364,0,1,2,0
ORD-00299,CUST-5917,2024-10-15,Delhi,DL,electronics,13631.61,305.55,2,742.3524479165808,8.685064706853911,5.429021314776192,SELLER-574,2024-10-18,8.2,2024-10-23 04:48:00,2024-10-21 17:04:56.257499962,At Risk,3.772116097137098,10,1,0,1,0,0.02241316959848481,3,0,1,0
ORD-00300,CUST-9793,2024-10-03,Jaipur,RJ,books,45245.68,344.17,0,259.6780501107437,6.3942464017657095,4.333556202178813,SELLER-706,2024-10-07,4.2,2024-10-07 04:48:00,2024-10-07 07:09:40.917647839,On-Time,2.5761711320510283,10,3,0,1,0,0.0076065249428245345,5,4,0,2
ORD-00301,CUST-2620,2024-10-30,Pune,MH,grocery,16372.81,133.11,1,267.9122709816093,4.475089656863399,2.766222770937011,SELLER-667,2024-11-02,4.7,2024-11-03 16:48:00,2024-11-03 08:08:58.101064051,At Risk,2.3751087852979547,10,2,0,1,0,0.008129445742927273,9,3,3,0
ORD-00302,CUST-8503,2024-05-14,Jaipur,RJ,home_decor,27840.73,84.64,1,649.3324542171222,6.621730123235727,9.746899204524633,SELLER-643,2024-05-16,7.5,2024-05-21 12:00:00,2024-05-20 05:55:11.620221795,At Risk,3.6074025234284566,5,1,0,0,0,0.0030400409744653083,5,4,5,0
ORD-00303,CUST-5766,2024-07-13,Kolkata,WB,electronics,3000.12,196.03,2,126.42362043271476,7.066836957051236,2.587516452018195,SELLER-330,2024-07-15,4.9,2024-07-17 21:36:00,2024-07-16 15:10:15.004026935,At Risk,1.0750307859924724,7,5,0,0,1,0.06531894759289865,6,8,1,0
ORD-00304,CUST-6362,2024-05-07,Kolkata,WB,grocery,2672.11,266.36,0,948.8262866260628,8.93029958085968,3.0929306372303,SELLER-983,2024-05-11,7.0,2024-05-14 00:00:00,2024-05-14 17:51:32.955822457,On-Time,5.647775515631326,5,1,0,0,0,0.09964423461810401,6,8,3,2
ORD-00305,CUST-6192,2024-02-02,Hyderabad,TG,books,36158.47,51.1,1,232.5647705150828,9.55861680374738,1.6158750175806824,SELLER-620,2024-02-05,4.1,2024-02-06 02:24:00,2024-02-06 03:54:27.980862514,On-Time,2.363463114990679,2,4,0,0,0,0.001413184429970904,4,5,0,2
ORD-00306,CUST-7622,2024-06-24,Lucknow,UP,sports,22501.76,57.0,3,999.6392691711894,5.1432093239091135,8.229806253142906,SELLER-802,2024-06-27,10.4,2024-07-04 09:36:00,2024-07-01 23:57:24.164281949,Delayed,4.004965020717906,6,0,0,0,0,0.0025330226158924505,7,7,6,1
ORD-00307,CUST-7093,2024-01-22,Lucknow,UP,health_beauty,13186.47,119.21,1,500.7764573494358,7.984945335265625,5.865894005544893,SELLER-972,2024-01-26,5.4,2024-01-27 09:36:00,2024-01-27 12:05:35.429574958,On-Time,3.8640158746098434,1,0,0,0,0,0.009039641417193746,7,7,4,2
ORD-00308,CUST-7704,2024-08-25,Delhi,DL,sports,9925.47,129.93,2,773.715689103007,9.645095559916548,6.130392564723857,SELLER-299,2024-08-29,9.7,2024-09-03 16:48:00,2024-08-31 20:50:45.177692496,Delayed,3.3235210013015766,8,6,0,0,1,0.013089245220103423,3,0,6,1
ORD-00309,CUST-1100,2024-06-06,Pune,MH,fashion,33662.7,231.77,3,12.16225356050166,1.51243338146966,8.205614117990978,SELLER-945,2024-06-09,5.5,2024-06-11 12:00:00,2024-06-09 01:27:34.093538136,Delayed,0.092138284549255,6,3,0,0,0,0.006884864111788069,9,3,2,1
ORD-00310,CUST-7657,2024-02-07,Chennai,TN,sports,519.88,205.28,0,889.8589407041255,0.1826798160967668,3.4291965862987936,SELLER-772,2024-02-09,5.8,2024-02-12 19:12:00,2024-02-14 10:46:59.062384179,On-Time,6.392664803908948,2,2,0,0,0,0.39410228843495626,2,6,6,2
ORD-00311,CUST-6875,2024-08-17,Kolkata,WB,electronics,40391.61,297.75,3,277.30202433277464,8.68963772848294,1.9363342538021373,SELLER-698,2024-08-19,7.5,2024-08-24 12:00:00,2024-08-21 09:16:34.474511760,Delayed,1.540566801848748,8,5,0,0,1,0.007371397886890696,6,8,1,1
ORD-00312,CUST-5271,2024-12-30,Delhi,DL,books,4422.86,91.48,3,671.2573771025847,1.952733332471608,1.98405363993904,SELLER-120,2025-01-03,8.9,2025-01-07 21:36:00,2025-01-05 08:33:03.186908314,Delayed,3.1425907167724,12,0,0,1,0,0.020678773740579498,3,0,0,1
ORD-00313,CUST-1237,2024-02-20,Chennai,TN,sports,9978.74,323.36,2,808.2917279856538,0.4247876663180094,7.326198214622593,SELLER-410,2024-02-23,9.6,2024-02-29 14:24:00,2024-02-27 00:59:42.026489805,Delayed,3.5082106249377336,2,1,0,0,0,0.032401645734257606,2,6,6,1
ORD-00314,CUST-8226,2024-09-20,Lucknow,UP,electronics,19618.7,206.34,1,172.50626315341202,1.6009613765744457,6.141151544624474,SELLER-687,2024-09-23,3.8,2024-09-23 19:12:00,2024-09-23 20:42:02.705682277,On-Time,1.8915160433488163,9,4,0,0,0,0.010516980381963028,7,7,1,2
ORD-00315,CUST-9032,2024-10-09,Hyderabad,TG,fashion,24500.51,79.26,0,448.0843865159367,3.8411491124376926,2.063388785820889,SELLER-997,2024-10-12,4.0,2024-10-13 00:00:00,2024-10-14 05:46:12.454974886,On-Time,4.667545692874341,10,2,0,1,0,0.0032349026651826767,4,5,2,2
ORD-00316,CUST-6218,2024-01-27,Jaipur,RJ,grocery,18072.26,59.21,3,498.8975812454041,2.1926570159258008,1.4506539464042356,SELLER-752,2024-01-29,7.3,2024-02-03 07:12:00,2024-02-01 11:52:03.755098012,At Risk,2.8475889340491105,1,5,0,0,1,0.00327611067400126,5,4,3,0
ORD-00317,CUST-5025,2024-08-13,Kolkata,WB,books,16375.25,166.0,2,318.9982706858125,3.0525362910044307,1.206873051619728,SELLER-737,2024-08-15,5.9,2024-08-18 21:36:00,2024-08-17 14:16:47.252936274,At Risk,2.252812646086246,8,1,0,0,0,0.01013663079154263,6,8,0,0
ORD-00318,CUST-7073,2024-10-03,Delhi,DL,sports,48213.84,322.16,1,486.9382714316917,9.752940514300462,6.277986477030377,SELLER-862,2024-10-06,6.4,2024-10-09 09:36:00,2024-10-08 10:25:57.333258494,At Risk,3.1701710379667425,10,3,0,1,0,0.00668176022154175,3,0,6,0
ORD-00319,CUST-3542,2024-10-12,Mumbai,MH,health_beauty,32258.19,322.47,3,324.37020107878465,7.04405544162575,0.0011864491085,SELLER-695,2024-10-15,5.8,2024-10-17 19:12:00,2024-10-16 14:55:27.926866032,At Risk,2.3302456974050623,10,5,0,1,1,0.009996221231841223,8,3,4,0
ORD-00320,CUST-2537,2024-04-06,Chennai,TN,health_beauty,1659.93,328.15,2,367.14026760465714,7.12191728253204,0.1831934260354373,SELLER-533,2024-04-10,5.2,2024-04-11 04:48:00,2024-04-10 20:03:24.595605213,At Risk,2.941829067345009,4,5,0,0,1,0.19757003606413273,2,6,4,0
ORD-00321,CUST-1754,2024-10-10,Jaipur,RJ,books,21793.71,179.19,2,672.6378669157116,0.9468537472792282,3.895531356260953,SELLER-470,2024-10-14,7.6,2024-10-17 14:24:00,2024-10-16 08:42:59.558507591,At Risk,3.6877076037045597,10,3,0,1,0,0.00822171985770859,5,4,0,0
ORD-00322,CUST-8396,2024-11-12,Kolkata,WB,health_beauty,43812.93,233.32,2,636.2673356219472,7.320983698226917,6.913498642761624,SELLER-659,2024-11-15,8.3,2024-11-20 07:12:00,2024-11-18 04:21:07.488988678,Delayed,3.1941131306322648,11,1,0,1,0,0.005325247016188687,6,8,4,1
ORD-00323,CUST-8823,2024-10-30,Lucknow,UP,sports,15422.08,337.28,0,239.94306853955,7.393443329553049,6.950393764974039,SELLER-990,2024-11-02,3.9,2024-11-02 21:36:00,2024-11-03 04:47:35.405609081,On-Time,2.5634943220037396,10,2,0,1,0,0.021868524315506368,7,7,6,2
ORD-00324,CUST-6507,2024-05-26,Pune,MH,sports,5180.54,268.09,1,898.5080559474703,6.597450184066322,4.301182736076906,SELLER-177,2024-05-28,7.7,2024-06-02 16:48:00,2024-06-02 11:49:15.480169311,At Risk,4.862056579802328,5,6,0,0,1,0.051739444257884716,9,3,6,0
ORD-00325,CUST-5235,2024-01-04,Chennai,TN,books,38040.05,130.74,3,864.1606602146767,2.2843629599787505,6.910736066045696,SELLER-641,2024-01-07,9.5,2024-01-13 12:00:00,2024-01-11 07:41:57.405212741,Delayed,3.7901783342748976,1,3,0,0,0,0.0034368136526199988,2,6,0,1
ORD-00326,CUST-1540,2024-02-04,Lucknow,UP,sports,30497.68,310.77,1,513.9924736230521,4.230361790821849,5.210961795801254,SELLER-384,2024-02-08,6.4,2024-02-10 09:36:00,2024-02-09 13:40:44.748605161,At Risk,3.346305166816745,2,6,0,0,1,0.0101896213213162,7,7,6,0
ORD-00327,CUST-6510,2024-07-10,Kolkata,WB,grocery,28730.47,131.09,1,438.9182352687928,8.462764546696253,9.769314167973151,SELLER-747,2024-07-12,6.1,2024-07-16 02:24:00,2024-07-15 04:40:12.677636121,At Risk,2.998075377519077,7,2,0,0,0,0.004562592864200822,6,8,3,0
